Accession,DB,Module,MIBiG Accession,Substrate Specificity,Start,End,Taxonomy,Verbose ID
Q2XNF8,UniProt,mod1,NA,ala,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Lysobacter,Q2XNF8_A1(2)_ala
Q2XNF8,UniProt,mod2,NA,ala,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Lysobacter,Q2XNF8_A2(3)_ala
Q2XNF8,UniProt,mod3,NA,arg,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Lysobacter,Q2XNF8_A3(4)_arg
Q333U7,UniProt,mod1,NA,cys,Khayatt,Khayatt,Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Micromonospora,Q333U7_A1(3)_cys
Q333U7,UniProt,mod2,NA,cys,Khayatt,Khayatt,Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Micromonospora,Q333U7_A2(4)_cys
Q45295,UniProt,mod1,NA,gln,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q45295_A1_gln
Q45295,UniProt,mod2,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q45295_A2_leu
Q45295,UniProt,mod3,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q45295_A3_leu
Q45563,UniProt,mod1,NA,ile,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q45563_A1(10)_ile
Q45R82,UniProt,mod2,NA,ile|val,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q45R82_A2(13)_ile|val
Q45R83,UniProt,mod1,NA,lys,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q45R83_A1(8)_lys
Q45R83,UniProt,mod3,NA,gly,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q45R83_A3(10)_gly
Q45R83,UniProt,mod4,NA,asn,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q45R83_A4(11)_asn
Q45R85,UniProt,mod1,NA,trp,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q45R85_A1_trp
Q45R85,UniProt,mod2,NA,glu,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q45R85_A2_glu
Q45R85,UniProt,mod4,NA,thr,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q45R85_A4_thr
Q45R85,UniProt,mod5,NA,gly|sar,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q45R85_A5_gly|sar
Q50857,UniProt,mod1,NA,ala,Khayatt,Khayatt,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Myxococcus,Q50857_A1_ala
Q50858,UniProt,mod1,NA,gly,Khayatt,Khayatt,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Myxococcaceae_Myxococcus,Q50858_A1_gly
Q50E73,UniProt,mod1,NA,orn,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q50E73_A1(6)_orn
Q50E73,UniProt,mod2,NA,asp,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q50E73_A2(7)_asp
Q50E73,UniProt,mod3,NA,ala,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q50E73_A3(8)_ala
Q50E73,UniProt,mod4,NA,asp,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q50E73_A4(9)_asp
Q50E73,UniProt,mod5,NA,gly,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q50E73_A5(10)_gly
Q50E73,UniProt,mod6,NA,ser,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q50E73_A6(11)_ser
Q50JA3,UniProt,mod1,NA,thr,Khayatt,Khayatt,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Stigmatella,Q50JA3_A1_thr
Q50JA3,UniProt,mod2,NA,leu,Khayatt,Khayatt,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Stigmatella,Q50JA3_A2_leu
Q51338,UniProt,mod1,NA,thr,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q51338_A1_thr
Q51338,UniProt,mod2,NA,thr,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q51338_A2_thr
Q53526,UniProt,mod1,NA,ala,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus,Q53526_A1_ala
Q54298,UniProt,mod1,NA,pip,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q54298_A1_pip
Q54356,UniProt,mod1,NA,pro-4p,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q54356_A1_pro-4p
Q54959,UniProt,mod1,NA,athr|thr,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q54959_A1_athr|thr
Q54959,UniProt,mod2,NA,abu|iva,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q54959_A2_abu|iva
Q56950a,UniProt,mod1,NA,dhb|sal,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Yersinia,Q56950a_A1_dhb|sal
Q56950b,UniProt,mod1,NA,dhb|sal,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Yersinia,Q56950b_A1_dhb|sal
Q5DIP3,UniProt,mod1,NA,ser,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIP3_A1_ser
Q5DIP3,UniProt,mod2,NA,horn,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIP3_A2_horn
Q5DIP3,UniProt,mod3,NA,orn,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIP3_A3_orn
Q5DIP4,UniProt,mod1,NA,gly,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIP4_A1(4)_gly
Q5DIP4,UniProt,mod2,NA,athr,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIP4_A2(5)_athr
Q5DIP4,UniProt,mod3,NA,ser,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIP4_A3(6)_ser
Q5DIP4,UniProt,mod4,NA,horn,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIP4_A4(7)_horn
Q5DIS7,UniProt,mod1,NA,ser,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIS7_A1_ser
Q5DIS7,UniProt,mod2,NA,dab,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIS7_A2_dab
Q5DIS7,UniProt,mod3,NA,horn,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIS7_A3_horn
Q5DIS9,UniProt,mod1,NA,gln,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIS9_A1(5)_gln
Q5DIS9,UniProt,mod2,NA,horn,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIS9_A2(6)_horn
Q5DIS9,UniProt,mod3,NA,gly,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIS9_A3(7)_gly
Q5DIV7,UniProt,mod1,NA,ser,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIV7_A1_ser
Q5DIV7,UniProt,mod2,NA,arg,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIV7_A2_arg
Q5DIV7,UniProt,mod3,NA,ser,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIV7_A3_ser
Q5DIV7,UniProt,mod4,NA,horn,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIV7_A4_horn
Q5DIV8,UniProt,mod1,NA,lys,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIV8_A1(5)_lys
Q5DIV8,UniProt,mod2,NA,horn,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q5DIV8_A2(6)_horn
Q5J1Q7,UniProt,mod1,NA,hpg|hpg2cl,Khayatt,Khayatt,Bacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Nocardia,Q5J1Q7_A1_hpg|hpg2cl
Q5J1Q7,UniProt,mod3,NA,hpg|hpg2cl,Khayatt,Khayatt,Bacteria_Actinobacteria_Corynebacteriales_Nocardiaceae_Nocardia,Q5J1Q7_A3_hpg|hpg2cl
Q5MD35,UniProt,mod1,NA,cys,Khayatt,Khayatt,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Cystobacter,Q5MD35_A1_cys
Q5MP00,UniProt,mod1,NA,gly,Khayatt,Khayatt,Bacteria,Q5MP00_A1(5)_gly
Q5V8A8,UniProt,mod1,NA,val,Khayatt,Khayatt,Bacteria_Cyanobacteria_Oscillatoriophycideae_Oscillatoriales_Lyngbya,Q5V8A8_A1_val
Q5V8A8,UniProt,mod2,NA,trp,Khayatt,Khayatt,Bacteria_Cyanobacteria_Oscillatoriophycideae_Oscillatoriales_Lyngbya,Q5V8A8_A2_trp
Q5ZPB0,UniProt,mod1,NA,pip,Khayatt,Khayatt,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Cystobacter,Q5ZPB0_A1_pip
Q65NK5,UniProt,mod1,NA,gln,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q65NK5_A1_gln
Q65NK5,UniProt,mod2,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q65NK5_A2_leu
Q65NK5,UniProt,mod3,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q65NK5_A3_leu
Q6DNE7,UniProt,mod1,NA,cys,Khayatt,Khayatt,Bacteria_Cyanobacteria_Oscillatoriophycideae_Oscillatoriales_Lyngbya,Q6DNE7_A1(4)_cys
Q6E7J5,UniProt,mod1,NA,ala,Khayatt,Khayatt,Bacteria_Cyanobacteria_Oscillatoriophycideae_Oscillatoriales_Lyngbya,Q6E7J5_A1_ala
Q6VT93,UniProt,mod1,NA,arg,Khayatt,Khayatt,Bacteria,Q6VT93_A1(16)_arg
Q6VT95,UniProt,mod1,NA,gly,Khayatt,Khayatt,Bacteria,Q6VT95_A1(5)_gly
Q6WZ98,UniProt,mod1,NA,blys,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q6WZ98_A1_blys
Q6WZB2,UniProt,mod1,NA,ser,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q6WZB2_A1(2)_ser
Q6WZB2,UniProt,mod2,NA,ser,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptomycetales_Streptomycetaceae_Streptomyces,Q6WZB2_A2(3)_ser
Q6YK39,UniProt,mod1,NA,ser,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q6YK39_A1_ser
Q6YK39,UniProt,mod2,NA,thr,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q6YK39_A2_thr
Q6YK40,UniProt,mod1,NA,tyr,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q6YK40_A1_tyr
Q6YK40,UniProt,mod2,NA,asn,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q6YK40_A2_asn
Q6YK40,UniProt,mod3,NA,pro,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q6YK40_A3_pro
Q6YK40,UniProt,mod4,NA,glu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q6YK40_A4_glu
Q6YK41,UniProt,mod1,NA,asn,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q6YK41_A1_asn
Q70AZ6,UniProt,mod1,NA,dpg,Khayatt,Khayatt,Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes,Q70AZ6_A1_dpg
Q70AZ6,UniProt,mod1,NA,dpg,Khayatt,Khayatt,Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes,Q70AZ6_A1(7)_dpg
Q70AZ7,UniProt,mod1,NA,hpg|hpg2cl,Khayatt,Khayatt,Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes,Q70AZ7_A1_hpg|hpg2cl
Q70AZ7,UniProt,mod1,NA,hpg|hpg2cl,Khayatt,Khayatt,Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes,Q70AZ7_A1(4)_hpg|hpg2cl
Q70AZ7,UniProt,mod2,NA,hpg|hpg2cl,Khayatt,Khayatt,Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes,Q70AZ7_A2_hpg|hpg2cl
Q70AZ7,UniProt,mod2,NA,hpg|hpg2cl,Khayatt,Khayatt,Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes,Q70AZ7_A2(5)_hpg|hpg2cl
Q70AZ7,UniProt,mod3,NA,bht,Khayatt,Khayatt,Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes,Q70AZ7_A3_bht
Q70AZ7,UniProt,mod3,NA,bht,Khayatt,Khayatt,Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes,Q70AZ7_A3(6)_bht
Q70AZ8,UniProt,mod1,NA,dpg,Khayatt,Khayatt,Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes,Q70AZ8_A1(3)_dpg
Q70AZ9,UniProt,mod2,NA,tyr,Khayatt,Khayatt,Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes,Q70AZ9_A2_tyr
Q70AZ9a,UniProt,mod1,NA,hpg|hpg2cl,Khayatt,Khayatt,Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes,Q70AZ9a_A1_hpg|hpg2cl
Q70AZ9b,UniProt,mod1,NA,hpg|hpg2cl,Khayatt,Khayatt,Bacteria_Actinobacteria_Micromonosporales_Micromonosporaceae_Actinoplanes,Q70AZ9b_A1_hpg|hpg2cl
Q70C44,UniProt,mod1,NA,asn,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_Xanthomonadaceae_Xanthomonas,Q70C44_A1_asn
Q70JX1,UniProt,mod1,NA,glu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70JX1_A1_glu
Q70JX1,UniProt,mod2,NA,orn,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70JX1_A2_orn
Q70JZ8,UniProt,mod1,NA,asn,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70JZ8_A1_asn
Q70JZ9,UniProt,mod1,NA,tyr,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70JZ9_A1_tyr
Q70JZ9,UniProt,mod2,NA,asn,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70JZ9_A2_asn
Q70JZ9,UniProt,mod3,NA,pro,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70JZ9_A3_pro
Q70JZ9,UniProt,mod4,NA,glu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70JZ9_A4_glu
Q70K00,UniProt,mod1,NA,ser,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70K00_A1_ser
Q70K00,UniProt,mod2,NA,thr,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70K00_A2_thr
Q70KJ6,UniProt,mod1,NA,val,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70KJ6_A1(4)_val
Q70KJ6,UniProt,mod2,NA,asp,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70KJ6_A2(5)_asp
Q70KJ6,UniProt,mod3,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70KJ6_A3(6)_leu
Q70KJ7,UniProt,mod1,NA,glu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70KJ7_A1_glu
Q70KJ7,UniProt,mod2,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70KJ7_A2_leu
Q70KJ7,UniProt,mod3,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus,Q70KJ7_A3_leu
Q70LM4,UniProt,mod1,NA,trp,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM4_A1(13)_trp
Q70LM4,UniProt,mod2,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM4_A2(14)_leu
Q70LM4,UniProt,mod3,NA,trp,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM4_A3(15)_trp
Q70LM4,UniProt,mod4,NA,gly,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM4_A4(16)_gly
Q70LM5,UniProt,mod1,NA,val,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM5_A1(7)_val
Q70LM5,UniProt,mod2,NA,val,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM5_A2(8)_val
Q70LM5,UniProt,mod3,NA,trp,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM5_A3(9)_trp
Q70LM5,UniProt,mod4,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM5_A4(10)_leu
Q70LM5,UniProt,mod5,NA,trp,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM5_A5(11)_trp
Q70LM5,UniProt,mod6,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM5_A6(12)_leu
Q70LM6,UniProt,mod1,NA,ala,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM6_A1(3)_ala
Q70LM6,UniProt,mod2,NA,leu,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM6_A2(4)_leu
Q70LM6,UniProt,mod3,NA,ala,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM6_A3(5)_ala
Q70LM6,UniProt,mod4,NA,val,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM6_A4(6)_val
Q70LM7,UniProt,mod1,NA,val,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM7_A1_val
Q70LM7,UniProt,mod2,NA,gly,Khayatt,Khayatt,Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Brevibacillus,Q70LM7_A2_gly
Q70P97,UniProt,mod1,NA,cys,Khayatt,Khayatt,Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacterineae_Cystobacteraceae_Melittangium,Q70P97_A1_cys
Q79JZ1,UniProt,mod1,NA,cys,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Vibrionales_Vibrionaceae_Vibrio,Q79JZ1_A1_cys
Q7WRJ0/31616733,UniProt,Other,NA,phe-ac,Khayatt,Khayatt,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,Q7WRJ0/31616733_ALod_phe-ac
Q7WRQ4,UniProt,mod1,NA,leu,Khayatt,Khayatt,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,Q7WRQ4_A1(8)_leu
Q7WRQ4,UniProt,mod2,NA,me-asp,Khayatt,Khayatt,Bacteria_Cyanobacteria_Nostocales_Nostocaceae_Anabaena,Q7WRQ4_A2(9)_me-asp
Q7WZ65,UniProt,mod1,NA,dpg,Khayatt,Khayatt,Bacteria_Actinobacteria_Streptosporangiales_Streptosporangiaceae_Nonomuraea,Q7WZ65_A1_dpg
Q83VS0,UniProt,mod1,NA,val,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS0_A1(11)_val
Q83VS0,UniProt,mod10,NA,dab,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS0_A10(20)_dab
Q83VS0,UniProt,mod11,NA,dab,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS0_A11(21)_dab
Q83VS0,UniProt,mod12,NA,tyr,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS0_A12(22)_tyr
Q83VS0,UniProt,mod2,NA,ala,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS0_A2(12)_ala
Q83VS0,UniProt,mod3,NA,ala,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS0_A3(13)_ala
Q83VS0,UniProt,mod4,NA,dhab|dht,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS0_A4(14)_dhab|dht
Q83VS0,UniProt,mod5,NA,athr|thr,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS0_A5(15)_athr|thr
Q83VS0,UniProt,mod6,NA,ser,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS0_A6(16)_ser
Q83VS0,UniProt,mod7,NA,ala,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS0_A7(17)_ala
Q83VS0,UniProt,mod8,NA,dhab|dht,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS0_A8(18)_dhab|dht
Q83VS0/81321400,UniProt,mod9,NA,ala,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS0/81321400_A9(19)_ala
Q83VS1,UniProt,mod1,NA,ala,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS1_A1_ala
Q83VS1,UniProt,mod1,NA,ala,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS1_A1(6)_ala
Q83VS1,UniProt,mod2,NA,val,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS1_A2_val
Q83VS1,UniProt,mod2,NA,val,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS1_A2(7)_val
Q83VS1,UniProt,mod3,NA,val,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS1_A3_val
Q83VS1,UniProt,mod3,NA,val,Khayatt,Khayatt,Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas,Q83VS1_A3(8)_val
